slug,tool_name,category,index_status,intent_match_score,exact_keyword_intent_satisfied,missing_user_expectations,tool_options_match_intent,semantic_coverage_score,primary_keyword_coverage,secondary_keyword_coverage,related_entity_topic_coverage,over_optimization_risk,thin_repetitive_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_link_strength,missing_supporting_pages_or_blog_content,category_page_improvement_needs,ux_score,tool_clarity,options_clarity,output_usefulness,copy_button_usefulness,mobile_readability_risk,friction_points,content_quality_score,intro_usefulness,faq_usefulness,disclaimer_quality_where_needed,uniqueness_vs_similar_tools,human_tone,adsense_safe_language,overall_score,issue_level,main_issue,recommended_fix,priority
angel-name-generator,Angel Name Generator,Gaming & Fantasy Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
tavern-name-generator,Tavern Name Generator,Gaming & Fantasy Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
dungeon-name-generator,Dungeon Name Generator,Gaming & Fantasy Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
cat-name-generator,Cat Name Generator,Name Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
horse-name-generator,Horse Name Generator,Name Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.1,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
twitter-name-generator,Twitter/X Name Generator,Creative & Story Generators,noindex,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
snapchat-name-generator,Snapchat Name Generator,Creative & Story Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
linkedin-headline-generator,LinkedIn Headline Generator,Bio & Caption Generators,noindex,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,9,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
bio-generator,Bio Generator,Bio & Caption Generators,low,8.3,yes,add intent-matched controls,partial,8.8,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.3,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,8.3,adequate,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,none,add intent-matched controls,add intent-matched controls.,none
slogan-generator,Slogan Generator,Business & Brand Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
wifi-name-generator,WiFi Name Generator,Random Generators,low,8.3,yes,add intent-matched controls; add targeted FAQ support,partial,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,minor category copy/internal linking polish only,8.1,clear,minimal controls,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,limited option depth for niche intent,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8,minor,add intent-matched controls,add intent-matched controls; add targeted FAQ support.,low
color-name-generator,Color Name Generator,Developer & Web Generators,low,9.7,yes,none,yes,8.8,strong,strong,strong,low,low,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,8.3,adequate,strong,not required,distinct enough for current cluster,clear and utility-focused,safe,8.9,none,No material issue found.,No fix required before launch.,none
hex-color-generator,Hex Color Generator,Developer & Web Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
rgb-generator,RGB Color Generator,Developer & Web Generators,low,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.1,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,6.8,adequate,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.5,minor,add targeted FAQ support,add targeted FAQ support.,low
ai-prompt-generator,AI Prompt Generator,AI Text & Writing Generators,noindex,9.7,yes,add targeted FAQ support,yes,8.1,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,7.5,strong,thin,not required,distinct enough for current cluster,clear and utility-focused,safe,8.7,minor,add targeted FAQ support,add targeted FAQ support.,low
midjourney-prompt-generator,Midjourney Prompt Generator,AI Text & Writing Generators,noindex,9.7,yes,add targeted FAQ support; add clearer safety/disclaimer note,yes,8.5,strong,strong,strong,low,medium,8.8,strong,strong,strong,consider category/blog support if search volume justifies it,large cluster would benefit from subcategory sections and editorial intro depth,9.3,clear,clear,intent-specific output,strong - shared copy all and per-section/per-result copy controls,low,low,5.7,adequate,thin,needs stronger disclaimer,distinct enough for current cluster,clear and utility-focused,safe with retained noindex/safety framing,8.4,minor,add targeted FAQ support,add targeted FAQ support; add clearer safety/disclaimer note.,low
