slug,tool_name,category,index_status,human_tone_score,natural_or_template_like,repetitive_phrasing_risk,robotic_ai_like_wording_risk,recommended_rewrite_if_needed,intent_match_score,exact_user_intent_solved,options_output_aligned_with_keyword,missing_user_expectations,semantic_coverage_score,primary_keyword_natural_usage,secondary_intent_coverage,related_terms_entities_use_cases,over_optimization_risk,thin_content_risk,topical_authority_score,category_cluster_fit,related_tools_quality,internal_linking_usefulness,missing_supporting_pages_blog_category_content,usefulness_score,intro_clarity,options_clarity,output_usefulness,copy_button_usefulness,explanation_disclaimer_quality,mobile_readability_concern,overall_content_score,helpful_content_risk,scaled_content_risk,doorway_thin_content_risk,duplicate_template_risk,unsafe_claim_risk,adsense_adx_risk,main_issue,recommended_fix,priority
product-title-generator,Product Title Generator,Business & Brand Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.6,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
sku-generator,SKU Generator,Business & Brand Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.7,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.5,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
testimonial-generator,Testimonial Generator,AI Text & Writing Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.6,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
keyword-generator,Keyword Generator,SEO & Marketing Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,8.7,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.5,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
faq-generator,FAQ Generator,SEO & Marketing Generators,index,7.5,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
license-key-generator,License Key Generator,Developer & Web Generators,noindex,7.8,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.5,medium,low,medium,low,low,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
recovery-code-generator,Recovery Code Generator,Developer & Web Generators,noindex,7.8,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,adequate,minor visual/code preview review recommended after UI changes,8.5,medium,low,medium,low,low,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
coupon-code-generator,Coupon Code Generator,Business & Brand Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Safety, limitation, or disclaimer language should be stronger.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,7.5,adequate,clear,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,minor visual/code preview review recommended after UI changes,8.3,medium,low,medium,low,medium,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",medium
barcode-generator,Barcode Text Generator,Developer & Web Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Safety, limitation, or disclaimer language should be stronger.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,7.8,adequate,clear,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,minor visual/code preview review recommended after UI changes,8.4,high,low,medium,low,medium,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",high
refund-policy-generator,Refund Policy Generator,SEO & Marketing Generators,noindex,7.5,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.3,medium,low,medium,low,low,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
shipping-policy-generator,Shipping Policy Generator,SEO & Marketing Generators,noindex,7.2,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Safety, limitation, or disclaimer language should be stronger. Premium useful page, but risk profile supports keeping noindex.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,7,adequate,minimal,intent-specific and copyable,strong shared copy controls,needs stronger disclaimer,low from code structure,8,medium,low,medium,low,medium,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs; Add a concise safety or limitation disclaimer.",medium
affiliate-disclosure-generator,Affiliate Disclosure Generator,SEO & Marketing Generators,noindex,7.5,natural enough for utility page,low,low,none,8.8,yes,partial,"Options are minimal for the expected intent. FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,8.6,strong,minimal,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.3,medium,low,medium,low,low,controlled by noindex/safety framing,Options are minimal for the expected intent.,"Add or clarify format/style/depth controls that match the keyword; Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
invoice-generator,Invoice Generator,Business & Brand Generators,noindex,8.1,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9.4,strong,clear,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.9,medium,low,medium,low,low,controlled by noindex/safety framing,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
meeting-agenda-generator,Meeting Agenda Generator,Business & Brand Generators,noindex,7.5,natural enough for utility page,low,low,none,10,yes,yes,"FAQ support is thin. Premium useful page, but risk profile supports keeping noindex.",8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,adequate,low from code structure,8.7,medium,low,medium,low,low,controlled by noindex/safety framing,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
citation-generator,Citation Generator,AI Text & Writing Generators,index,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.5,strong,strong,strong,low,medium,8.6,strong,strong,strong,category hub could use subcategory sections and editorial guidance,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.7,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
linkedin-post-generator,LinkedIn Post Generator,Bio & Caption Generators,noindex,8.1,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,9.1,strong,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.8,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
facebook-post-generator,Facebook Post Generator,Bio & Caption Generators,noindex,7.2,natural enough for utility page,low,low,none,10,yes,yes,FAQ support is thin.,8.2,strong,strong,strong,low,medium,8.6,strong,strong,strong,minor supporting content opportunity only,9,adequate,clear,intent-specific and copyable,strong shared copy controls,not required,low from code structure,8.6,medium,low,medium,low,low,low,FAQ support is thin.,"Add intent-specific FAQs covering usage, limitations, and best-fit outputs.",medium
