scope,check,status,details
"fr/generateur-didees-decriture","language switch same tool","PASS","en:https://taptogen.com/tools/writing-prompt-generator/ es:https://taptogen.com/es/tools/ideas-para-escribir/ fr:https://taptogen.com/fr/tools/generateur-didees-decriture/ de:https://taptogen.com/de/tools/schreibimpulse-generator/ pt:https://taptogen.com/pt/tools/ideias-para-escrever/ it:https://taptogen.com/it/tools/idee-per-scrivere/ pl:https://taptogen.com/pl/tools/pomysly-do-pisania/ x-default:https://taptogen.com/tools/writing-prompt-generator/"
"fr/generateur-didees-decriture","no localhost/vercel host","PASS",""
"fr/generateur-didees-decriture","title/description/h1 present","PASS","Idées d&#39;écriture gratuites | Trouvez des idées et prompts pour histoires, scènes, journaux ou exercices créatifs. | Générateur d&#39;idées d&#39;écriture"
"fr/generateur-open-graph","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-open-graph","self canonical","PASS","https://taptogen.com/fr/tools/generateur-open-graph/"
"fr/generateur-open-graph","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-open-graph","language switch same tool","PASS","en:https://taptogen.com/tools/open-graph-generator/ es:https://taptogen.com/es/tools/generador-de-etiquetas-open-graph/ fr:https://taptogen.com/fr/tools/generateur-open-graph/ de:https://taptogen.com/de/tools/open-graph-generator/ pt:https://taptogen.com/pt/tools/gerador-de-open-graph/ it:https://taptogen.com/it/tools/generatore-open-graph/ pl:https://taptogen.com/pl/tools/generator-open-graph/ x-default:https://taptogen.com/tools/open-graph-generator/"
"fr/generateur-open-graph","no localhost/vercel host","PASS",""
"fr/generateur-open-graph","title/description/h1 present","PASS","Générateur Open Graph gratuit | Créez des balises Open Graph pour ameliorer les apercus de liens partages. | Générateur Open Graph"
"fr/generateur-robots-txt","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/generateur-robots-txt","self canonical","PASS","https://taptogen.com/fr/tools/generateur-robots-txt/"
"fr/generateur-robots-txt","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/generateur-robots-txt","language switch same tool","PASS","en:https://taptogen.com/tools/robots-txt-generator/ es:https://taptogen.com/es/tools/generador-de-robots-txt/ fr:https://taptogen.com/fr/tools/generateur-robots-txt/ de:https://taptogen.com/de/tools/robots-txt-generator/ pt:https://taptogen.com/pt/tools/gerador-de-robots-txt/ it:https://taptogen.com/it/tools/generatore-di-robots-txt/ pl:https://taptogen.com/pl/tools/generator-robots-txt/ x-default:https://taptogen.com/tools/robots-txt-generator/"
"fr/generateur-robots-txt","no localhost/vercel host","PASS",""
"fr/generateur-robots-txt","title/description/h1 present","PASS","Générateur robots.txt gratuit | Créez un brouillon de fichier robots.txt pour des regles de crawl simples. | Générateur robots.txt"
"fr/inverser-texte","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/inverser-texte","self canonical","PASS","https://taptogen.com/fr/tools/inverser-texte/"
"fr/inverser-texte","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/inverser-texte","language switch same tool","PASS","en:https://taptogen.com/tools/reverse-text-generator/ es:https://taptogen.com/es/tools/invertir-texto/ fr:https://taptogen.com/fr/tools/inverser-texte/ de:https://taptogen.com/de/tools/text-umdrehen/ pt:https://taptogen.com/pt/tools/inverter-texto/ it:https://taptogen.com/it/tools/invertire-testo/ pl:https://taptogen.com/pl/tools/odwracanie-tekstu/ x-default:https://taptogen.com/tools/reverse-text-generator/"
"fr/inverser-texte","no localhost/vercel host","PASS",""
"fr/inverser-texte","title/description/h1 present","PASS","Inverser un texte en ligne | Inversez un texte ou des caractères pour tests, jeux de mots ou effets créatifs. | Inverser un texte"
"fr/petit-texte","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/petit-texte","self canonical","PASS","https://taptogen.com/fr/tools/petit-texte/"
"fr/petit-texte","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/petit-texte","language switch same tool","PASS","en:https://taptogen.com/tools/small-text-generator/ es:https://taptogen.com/es/tools/letras-pequenas/ fr:https://taptogen.com/fr/tools/petit-texte/ de:https://taptogen.com/de/tools/kleiner-text-generator/ pt:https://taptogen.com/pt/tools/letras-pequenas/ it:https://taptogen.com/it/tools/testo-piccolo/ pl:https://taptogen.com/pl/tools/maly-tekst/ x-default:https://taptogen.com/tools/small-text-generator/"
"fr/petit-texte","no localhost/vercel host","PASS",""
"fr/petit-texte","title/description/h1 present","PASS","Petit texte à copier | Transformez du texte en petits caractères decoratifs à copier. | Générateur de petit texte"
"fr/texte-cursif","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/texte-cursif","self canonical","PASS","https://taptogen.com/fr/tools/texte-cursif/"
"fr/texte-cursif","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/texte-cursif","language switch same tool","PASS","en:https://taptogen.com/tools/cursive-text-generator/ es:https://taptogen.com/es/tools/letras-cursivas/ fr:https://taptogen.com/fr/tools/texte-cursif/ de:https://taptogen.com/de/tools/kursivschrift-generator/ pt:https://taptogen.com/pt/tools/letras-cursivas/ it:https://taptogen.com/it/tools/testo-corsivo-decorativo/ pl:https://taptogen.com/pl/tools/tekst-kursywa-ozdobna/ x-default:https://taptogen.com/tools/cursive-text-generator/"
"fr/texte-cursif","no localhost/vercel host","PASS",""
"fr/texte-cursif","title/description/h1 present","PASS","Texte cursif à copier | Transformez du texte en style cursif decoratif pour profils, messages et bios. | Générateur de texte cursif"
"fr/texte-gras","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/texte-gras","self canonical","PASS","https://taptogen.com/fr/tools/texte-gras/"
"fr/texte-gras","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/texte-gras","language switch same tool","PASS","en:https://taptogen.com/tools/bold-text-generator/ es:https://taptogen.com/es/tools/texto-en-negrita/ fr:https://taptogen.com/fr/tools/texte-gras/ de:https://taptogen.com/de/tools/fettschrift-generator/ pt:https://taptogen.com/pt/tools/texto-em-negrito/ it:https://taptogen.com/it/tools/testo-in-grassetto/ pl:https://taptogen.com/pl/tools/pogrubiony-tekst/ x-default:https://taptogen.com/tools/bold-text-generator/"
"fr/texte-gras","no localhost/vercel host","PASS",""
"fr/texte-gras","title/description/h1 present","PASS","Texte gras à copier | Transformez du texte en style gras à copier pour profils, messages et titres. | Générateur de texte gras"
"fr/texte-italique","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"fr/texte-italique","self canonical","PASS","https://taptogen.com/fr/tools/texte-italique/"
"fr/texte-italique","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"fr/texte-italique","language switch same tool","PASS","en:https://taptogen.com/tools/italic-text-generator/ es:https://taptogen.com/es/tools/texto-italica/ fr:https://taptogen.com/fr/tools/texte-italique/ de:https://taptogen.com/de/tools/kursiver-text-generator/ pt:https://taptogen.com/pt/tools/texto-italico/ it:https://taptogen.com/it/tools/testo-italico/ pl:https://taptogen.com/pl/tools/tekst-italik/ x-default:https://taptogen.com/tools/italic-text-generator/"
"fr/texte-italique","no localhost/vercel host","PASS",""
"fr/texte-italique","title/description/h1 present","PASS","Texte italique à copier | Transformez du texte en italique à copier pour messages, profils et titres courts. | Générateur de texte italique"
"de/absatz-generator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/absatz-generator","self canonical","PASS","https://taptogen.com/de/tools/absatz-generator/"
"de/absatz-generator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/absatz-generator","language switch same tool","PASS","en:https://taptogen.com/tools/paragraph-generator/ es:https://taptogen.com/es/tools/generador-de-parrafos/ fr:https://taptogen.com/fr/tools/generateur-de-paragraphes/ de:https://taptogen.com/de/tools/absatz-generator/ pt:https://taptogen.com/pt/tools/gerador-de-paragrafos/ it:https://taptogen.com/it/tools/generatore-di-paragrafi/ pl:https://taptogen.com/pl/tools/generator-akapitow/ x-default:https://taptogen.com/tools/paragraph-generator/"
"de/absatz-generator","no localhost/vercel host","PASS",""
"de/absatz-generator","title/description/h1 present","PASS","Absatz Generator kostenlos | Erstelle Absatz-Entwürfe für Ideen, Artikel, Beschreibungen und Schreibübungen. | Absatz Generator"
"de/babynamen-generator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/babynamen-generator","self canonical","PASS","https://taptogen.com/de/tools/babynamen-generator/"
"de/babynamen-generator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/babynamen-generator","language switch same tool","PASS","en:https://taptogen.com/tools/baby-name-generator/ es:https://taptogen.com/es/tools/nombres-de-bebe/ fr:https://taptogen.com/fr/tools/generateur-de-prenoms/ de:https://taptogen.com/de/tools/babynamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-bebe/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-bambini/ pl:https://taptogen.com/pl/tools/generator-imion-dla-dzieci/ x-default:https://taptogen.com/tools/baby-name-generator/"
"de/babynamen-generator","no localhost/vercel host","PASS",""
"de/babynamen-generator","title/description/h1 present","PASS","Babynamen Generator kostenlos | Entdecke Ideen für Babynamen und vergleiche Klang, Bedeutung und Schreibweise. | Babynamen Generator"
"de/benutzernamen-generator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/benutzernamen-generator","self canonical","PASS","https://taptogen.com/de/tools/benutzernamen-generator/"
"de/benutzernamen-generator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/benutzernamen-generator","language switch same tool","PASS","en:https://taptogen.com/tools/username-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-de-usuario/ fr:https://taptogen.com/fr/tools/generateur-de-pseudo/ de:https://taptogen.com/de/tools/benutzernamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nome-de-usuario/ it:https://taptogen.com/it/tools/generatore-di-username/ pl:https://taptogen.com/pl/tools/generator-nazw-uzytkownika/ x-default:https://taptogen.com/tools/username-generator/"
"de/benutzernamen-generator","no localhost/vercel host","PASS",""
"de/benutzernamen-generator","title/description/h1 present","PASS","Benutzernamen Generator kostenlos | Finde Ideen für Benutzernamen für Profile, Konten und kreative Projekte. | Benutzernamen Generator"
"de/blog-gliederung-generator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/blog-gliederung-generator","self canonical","PASS","https://taptogen.com/de/tools/blog-gliederung-generator/"
"de/blog-gliederung-generator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/blog-gliederung-generator","language switch same tool","PASS","en:https://taptogen.com/tools/blog-outline-generator/ es:https://taptogen.com/es/tools/esquema-para-blog/ fr:https://taptogen.com/fr/tools/generateur-de-plan-darticle/ de:https://taptogen.com/de/tools/blog-gliederung-generator/ pt:https://taptogen.com/pt/tools/gerador-de-estrutura-para-blog/ it:https://taptogen.com/it/tools/generatore-di-scaletta-blog/ pl:https://taptogen.com/pl/tools/generator-konspektu-bloga/ x-default:https://taptogen.com/tools/blog-outline-generator/"
"de/blog-gliederung-generator","no localhost/vercel host","PASS",""
"de/blog-gliederung-generator","title/description/h1 present","PASS","Blog Gliederung Generator kostenlos | Erstelle Gliederungen für Blogartikel mit Abschnitten, Überschriften und Kernideen. | Blog Gliederung Generator"
"de/blognamen-generator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/blognamen-generator","self canonical","PASS","https://taptogen.com/de/tools/blognamen-generator/"
"de/blognamen-generator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/blognamen-generator","language switch same tool","PASS","en:https://taptogen.com/tools/blog-name-generator/ es:https://taptogen.com/es/tools/nombres-para-blog/ fr:https://taptogen.com/fr/tools/generateur-de-nom-de-blog/ de:https://taptogen.com/de/tools/blognamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-para-blog/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-blog/ pl:https://taptogen.com/pl/tools/generator-nazw-bloga/ x-default:https://taptogen.com/tools/blog-name-generator/"
"de/blognamen-generator","no localhost/vercel host","PASS",""
"de/blognamen-generator","title/description/h1 present","PASS","Blognamen Generator kostenlos | Finde Ideen für Blognamen, Newsletter und Content-Projekte. | Blognamen Generator"
"de/canonical-tag-generator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/canonical-tag-generator","self canonical","PASS","https://taptogen.com/de/tools/canonical-tag-generator/"
"de/canonical-tag-generator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/canonical-tag-generator","language switch same tool","PASS","en:https://taptogen.com/tools/canonical-tag-generator/ es:https://taptogen.com/es/tools/generador-de-etiqueta-canonical/ fr:https://taptogen.com/fr/tools/generateur-de-balise-canonique/ de:https://taptogen.com/de/tools/canonical-tag-generator/ pt:https://taptogen.com/pt/tools/gerador-de-tag-canonical/ it:https://taptogen.com/it/tools/generatore-di-tag-canonical/ pl:https://taptogen.com/pl/tools/generator-tagu-canonical/ x-default:https://taptogen.com/tools/canonical-tag-generator/"
"de/canonical-tag-generator","no localhost/vercel host","PASS",""
"de/canonical-tag-generator","title/description/h1 present","PASS","Canonical Tag Generator kostenlos | Erstelle Canonical-Tag-Entwürfe für die bevorzugte URL einer Seite. | Canonical Tag Generator"
"de/charakter-namensgenerator","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"de/charakter-namensgenerator","self canonical","PASS","https://taptogen.com/de/tools/charakter-namensgenerator/"
"de/charakter-namensgenerator","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"de/charakter-namensgenerator","language switch same tool","PASS","en:https://taptogen.com/tools/character-name-generator/ es:https://taptogen.com/es/tools/generador-de-nombres-para-personajes/ fr:https://taptogen.com/fr/tools/generateur-de-noms-de-personnages/ de:https://taptogen.com/de/tools/charakter-namensgenerator/ pt:https://taptogen.com/pt/tools/gerador-de-nomes-de-personagens/ it:https://taptogen.com/it/tools/generatore-di-nomi-per-personaggi/ pl:https://taptogen.com/pl/tools/generator-imion-postaci/ x-default:https://taptogen.com/tools/character-name-generator/"
