keyword,normalized_keyword,decision,matched_existing_slug,matched_existing_tool_name,confidence,reason,recommended_action,risk_level,index_recommendation,notes
name generator with keywords,name generator with keyword,add_as_mode_or_option,hashtag-generator,Hashtag Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to hashtag-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
necromancer name generator,necromancer name generator,add_as_mode_or_option,fantasy-name-generator,Fantasy Name Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fantasy-name-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
newsletter name generator,newsletter name generator,covered_by_existing_tool,newsletter-name-generator,Newsletter Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
nobility name generator,nobility name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
npc name generator,npc name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
old west name generator,old west name generator,add_as_faq_or_seo_section,name-generator,Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
onlyfans name generator,onlyfans name generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
operation name generator,operation name generator,covered_by_existing_tool,project-name-generator,Project Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
pick a name generator,pick a name generator,covered_by_existing_tool,pick-a-name-generator,Pick A Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
plant name generator,plant name generator,covered_by_existing_tool,plant-name-generator,Plant Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
fantasy name generator,fantasy name generator,covered_by_existing_tool,fantasy-name-generator,Fantasy Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
elf name generator,elf name generator,covered_by_existing_tool,fantasy-name-generator,Fantasy Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
warrior cat name generator,warrior cat name generator,covered_by_existing_tool,wolf-name-generator,Wolf Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
star wars name generator,star wars name generator,covered_by_existing_tool,star-wars-name-generator,Star Wars Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
drow name generator,drow name generator,add_as_mode_or_option,fantasy-name-generator,Fantasy Name Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fantasy-name-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
harry potter name generator,harry potter name generator,covered_by_existing_tool,harry-potter-name-generator,Harry Potter Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
dwarven name generator,dwarven name generator,covered_by_existing_tool,dwarf-name-generator,Dwarf Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
fantasy football team name generator,fantasy football team name generator,covered_by_existing_tool,team-name-generator,Team Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
demon name generator,demon name generator,covered_by_existing_tool,demon-name-generator,Demon Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
fantasy football name generator,fantasy football name generator,add_as_faq_or_seo_section,fantasy-name-generator,Fantasy Name Generator,medium,"Keyword is a close synonym, typo, or informational variant of an existing canonical tool.",Add as FAQ/SEO phrasing under fantasy-name-generator if search data supports it.,low,index,"Useful for semantic coverage, not a standalone intent."
khajiit name generator,khajiit name generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
medieval name generator,medieval name generator,covered_by_existing_tool,medieval-name-generator,Medieval Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
orc name generator,orc name generator,covered_by_existing_tool,fantasy-name-generator,Fantasy Name Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
